nan,nan,nan,2021-12-07.16:41:48
nan,nan,nan,2021-12-07.16:41:48
nan,nan,nan,2021-12-07.16:41:48
nan,nan,nan,2021-12-07.16:41:49
nan,nan,nan,2021-12-07.16:41:49
nan,nan,nan,2021-12-07.16:41:49
nan,nan,nan,2021-12-07.16:41:49
nan,nan,nan,2021-12-07.16:41:50
nan,nan,nan,2021-12-07.16:41:50
nan,nan,nan,2021-12-07.16:41:50
nan,nan,nan,2021-12-07.16:41:50
nan,nan,nan,2021-12-07.16:41:51
nan,nan,nan,2021-12-07.16:41:51
nan,nan,nan,2021-12-07.16:41:51
nan,nan,nan,2021-12-07.16:41:51
nan,nan,nan,2021-12-07.16:41:52
nan,nan,nan,2021-12-07.16:41:52
nan,nan,nan,2021-12-07.16:41:52
nan,nan,nan,2021-12-07.16:41:52
nan,nan,nan,2021-12-07.16:41:53
nan,nan,nan,2021-12-07.16:41:53
nan,nan,nan,2021-12-07.16:41:53
nan,nan,nan,2021-12-07.16:41:53
nan,nan,nan,2021-12-07.16:41:54
nan,nan,nan,2021-12-07.16:41:54
nan,nan,nan,2021-12-07.16:41:54
nan,nan,nan,2021-12-07.16:41:54
nan,nan,nan,2021-12-07.16:41:55
nan,nan,nan,2021-12-07.16:41:55
nan,nan,nan,2021-12-07.16:41:55
nan,nan,nan,2021-12-07.16:41:55
nan,nan,nan,2021-12-07.16:41:56
nan,nan,nan,2021-12-07.16:41:56
nan,nan,nan,2021-12-07.16:41:56
nan,nan,nan,2021-12-07.16:41:56
nan,nan,nan,2021-12-07.16:41:57
nan,nan,nan,2021-12-07.16:41:57
nan,nan,nan,2021-12-07.16:41:57
nan,nan,nan,2021-12-07.16:41:57
nan,nan,nan,2021-12-07.16:41:58
nan,nan,nan,2021-12-07.16:41:58
nan,nan,nan,2021-12-07.16:41:58
nan,nan,nan,2021-12-07.16:41:58
nan,nan,nan,2021-12-07.16:41:59
nan,nan,nan,2021-12-07.16:41:59
nan,nan,nan,2021-12-07.16:41:59
nan,nan,nan,2021-12-07.16:41:59
nan,nan,nan,2021-12-07.16:42:00
nan,nan,nan,2021-12-07.16:42:00
28.121210,8.689095,3.037930,2021-12-07.16:42:01
27.744642,8.719864,3.047928,2021-12-07.16:42:02
27.728727,8.679071,2.990278,2021-12-07.16:42:02
27.537615,8.730937,3.013169,2021-12-07.16:42:04
27.278681,8.707089,3.003478,2021-12-07.16:42:05
27.324121,8.669625,2.983238,2021-12-07.16:42:06
27.384085,8.676215,2.997154,2021-12-07.16:42:07
27.514257,8.729341,3.025849,2021-12-07.16:42:08
27.499313,8.663311,2.993222,2021-12-07.16:42:09
27.253035,8.661453,3.001720,2021-12-07.16:42:10
27.253647,8.663242,3.005276,2021-12-07.16:42:11
27.185255,8.672113,3.003073,2021-12-07.16:42:12
27.089199,8.656318,3.033322,2021-12-07.16:42:13
27.172100,8.698567,3.002431,2021-12-07.16:42:14
27.413002,8.694517,3.021400,2021-12-07.16:42:15
27.296402,8.671062,2.992533,2021-12-07.16:42:16
27.022602,8.716652,3.028487,2021-12-07.16:42:17
27.036434,8.628279,3.012170,2021-12-07.16:42:18
26.912939,8.681137,3.005258,2021-12-07.16:42:19
27.313242,8.671927,3.018648,2021-12-07.16:42:19
27.455254,8.620338,2.985797,2021-12-07.16:42:20
27.605606,8.722346,3.055037,2021-12-07.16:42:22
27.593544,8.707475,3.041273,2021-12-07.16:42:22
27.502878,8.684170,3.005628,2021-12-07.16:42:23
27.369753,8.627588,2.995820,2021-12-07.16:42:24
27.230841,8.640195,3.044223,2021-12-07.16:42:25
27.002054,8.702560,3.031214,2021-12-07.16:42:26
27.072771,8.677636,3.005071,2021-12-07.16:42:27
27.370466,8.661656,3.022328,2021-12-07.16:42:28
27.241264,8.715227,2.989305,2021-12-07.16:42:29
26.201242,8.876922,-3.099037,2021-12-07.16:42:30
25.363924,8.739865,-3.007776,2021-12-07.16:42:31
24.357462,8.709918,-3.090080,2021-12-07.16:42:32
23.173246,8.778913,3.079551,2021-12-07.16:42:33
21.366497,8.793508,-2.950305,2021-12-07.16:42:35
20.140453,8.537811,-3.097783,2021-12-07.16:42:36
18.296356,8.501003,-2.905158,2021-12-07.16:42:37
16.939461,8.288506,-2.959146,2021-12-07.16:42:39
16.068876,8.239709,-2.943972,2021-12-07.16:42:40
15.547488,8.092365,-2.756236,2021-12-07.16:42:41
14.379747,8.382682,3.049376,2021-12-07.16:42:42
13.061777,8.619193,2.921993,2021-12-07.16:42:43
12.303464,9.092606,3.030963,2021-12-07.16:42:44
10.953342,9.355211,-2.805022,2021-12-07.16:42:46
10.000457,8.942423,-2.890524,2021-12-07.16:42:47
7.511990,8.976569,-2.733294,2021-12-07.16:42:49
6.293817,8.126689,-2.879280,2021-12-07.16:42:50
4.913117,7.930659,-2.972165,2021-12-07.16:42:51
3.890647,8.312041,3.026355,2021-12-07.16:42:52
2.913401,8.512789,3.003171,2021-12-07.16:42:54
1.822314,8.681588,-3.015788,2021-12-07.16:42:55
0.427913,8.669525,-3.021540,2021-12-07.16:42:56
-0.638103,8.676508,-3.089412,2021-12-07.16:42:58
-1.673089,8.719845,3.132742,2021-12-07.16:42:59
-3.122180,8.903738,-3.069142,2021-12-07.16:43:00
-4.156677,8.790277,-2.906661,2021-12-07.16:43:01
-5.346615,8.596433,-2.987510,2021-12-07.16:43:02
-6.291380,8.532098,-3.049981,2021-12-07.16:43:03
-8.087744,8.580557,3.108978,2021-12-07.16:43:05
-9.569331,8.826182,-3.020954,2021-12-07.16:43:07
-11.098766,8.739968,-3.074789,2021-12-07.16:43:08
-12.297386,8.462207,-2.864078,2021-12-07.16:43:09
-13.766645,8.092684,-2.849535,2021-12-07.16:43:11
-15.639056,8.289671,-3.103310,2021-12-07.16:43:13
-17.223265,8.409412,-3.109346,2021-12-07.16:43:14
-18.549191,8.295891,-2.750562,2021-12-07.16:43:16
-20.230104,7.808932,-2.779457,2021-12-07.16:43:18
-21.093420,7.656072,-2.836650,2021-12-07.16:43:19
-21.725922,7.348897,-2.588639,2021-12-07.16:43:20
-22.942286,6.880563,-2.694824,2021-12-07.16:43:21
-24.401400,6.598990,-2.788020,2021-12-07.16:43:23
-25.551046,6.028886,-2.289442,2021-12-07.16:43:24
-26.013775,5.513135,-0.754294,2021-12-07.16:43:26
-24.561953,5.233736,-0.264598,2021-12-07.16:43:27
-23.207449,4.893126,-0.094651,2021-12-07.16:43:28
-22.852510,4.531052,-0.015575,2021-12-07.16:43:30
-22.721764,4.106483,0.086731,2021-12-07.16:43:31
-21.672855,4.444768,0.905878,2021-12-07.16:43:32
-21.443298,4.989495,1.121791,2021-12-07.16:43:33
-20.678230,6.033581,1.286469,2021-12-07.16:43:35
