nan,nan,nan,2021-12-07.16:14:54
nan,nan,nan,2021-12-07.16:14:54
nan,nan,nan,2021-12-07.16:14:55
nan,nan,nan,2021-12-07.16:14:56
nan,nan,nan,2021-12-07.16:14:56
nan,nan,nan,2021-12-07.16:14:56
nan,nan,nan,2021-12-07.16:14:56
nan,nan,nan,2021-12-07.16:14:57
nan,nan,nan,2021-12-07.16:14:57
nan,nan,nan,2021-12-07.16:14:57
nan,nan,nan,2021-12-07.16:14:57
nan,nan,nan,2021-12-07.16:14:58
nan,nan,nan,2021-12-07.16:14:58
nan,nan,nan,2021-12-07.16:14:58
nan,nan,nan,2021-12-07.16:14:58
nan,nan,nan,2021-12-07.16:14:59
nan,nan,nan,2021-12-07.16:14:59
nan,nan,nan,2021-12-07.16:14:59
nan,nan,nan,2021-12-07.16:14:59
nan,nan,nan,2021-12-07.16:15:00
nan,nan,nan,2021-12-07.16:15:00
nan,nan,nan,2021-12-07.16:15:00
nan,nan,nan,2021-12-07.16:15:00
nan,nan,nan,2021-12-07.16:15:01
nan,nan,nan,2021-12-07.16:15:01
nan,nan,nan,2021-12-07.16:15:01
nan,nan,nan,2021-12-07.16:15:01
nan,nan,nan,2021-12-07.16:15:02
nan,nan,nan,2021-12-07.16:15:02
nan,nan,nan,2021-12-07.16:15:02
nan,nan,nan,2021-12-07.16:15:02
nan,nan,nan,2021-12-07.16:15:03
nan,nan,nan,2021-12-07.16:15:03
nan,nan,nan,2021-12-07.16:15:03
nan,nan,nan,2021-12-07.16:15:03
32.072735,8.737331,3.071575,2021-12-07.16:15:04
31.959316,8.441387,3.119777,2021-12-07.16:15:05
31.885143,8.377537,3.109713,2021-12-07.16:15:06
32.010620,8.394428,3.129710,2021-12-07.16:15:06
32.015255,8.367901,3.116638,2021-12-07.16:15:07
31.993464,8.352721,3.100500,2021-12-07.16:15:08
32.136612,8.370859,3.116165,2021-12-07.16:15:09
32.240765,8.396372,3.123588,2021-12-07.16:15:10
32.305717,8.383397,3.117451,2021-12-07.16:15:11
32.181480,8.396125,3.122576,2021-12-07.16:15:12
32.143703,8.374284,3.113303,2021-12-07.16:15:13
31.897135,8.398934,3.108173,2021-12-07.16:15:14
30.920658,8.677881,3.134741,2021-12-07.16:15:15
29.817976,8.680863,-3.107934,2021-12-07.16:15:16
28.582146,8.605860,-3.070055,2021-12-07.16:15:17
27.557953,8.608372,-3.129750,2021-12-07.16:15:18
26.739227,8.609534,-3.012532,2021-12-07.16:15:19
25.808277,8.551720,-3.051306,2021-12-07.16:15:20
